id,mention,cui,start_index,end_index,sentence
15514,pediatrisch,C0030755,24,35,"In 1945 startte hij een pediatrisch tijdschrift, genaamd Helvetica Paediatrica Acta, dat is uitgegroeid tot een internationaal gerenommeerd tijdschrift."
15515,autopsie,C0004398,38,46,"De inwendige lijkschouw wordt ook wel autopsie, sectie of obductie genoemd."
15516,euthanasie,C0015187,200,210,"In sommige gevallen kan het onderzoek zeer beperkt worden gehouden (bijvoorbeeld bij iemand met een uitbehandelde dodelijke ziekte, waarvan het overlijden onvermijdelijk was geworden, of in geval van euthanasie); soms is minutieus of uitgebreid onderzoek nodig."
15517,palpatie,C0030247,62,70,"Dit kan onderzoek zijn aan het lichaam, middels observatie en palpatie, maar het kan ook voorkomen dat verslagen van recente artsencontacten of uitslagen van recente bloed- of röntgenonderzoeken daarbij wordt betrokken."
15518,immuunsysteem,C0020962,30,43,Bij een infectie reageert het immuunsysteem door onder andere meer lymfocyten (T- en B-cellen) aan te maken.
15519,Prednison,C0032952,0,9,Prednison wordt hierbij het vaakst gebruikt.
15520,spiercel,C0596981,49,57,L-type-calciumkanalen komen onder andere voor in spiercellen en in neuronen.
15521,neuronen,C0027882,67,75,L-type-calciumkanalen komen onder andere voor in spiercellen en in neuronen.
15522,calcium,C0006675,117,124,Veel dierlijke cellen worden aangezet om een bepaalde actie uit te voeren door een verhoging van de concentratie van calcium-ionen in het cytoplasma.
15523,cytoplasma,C0010834,138,148,Veel dierlijke cellen worden aangezet om een bepaalde actie uit te voeren door een verhoging van de concentratie van calcium-ionen in het cytoplasma.
15524,myofibril,C2678065,131,140,"De cellen in deze vezels zijn, voor een geoefend oog, te onderscheiden van gewone hartspiercellen omdat ze groter zijn en omdat de myofibrillen minder regelmatig gerangschikt zijn dan in gewone hartspiercellen."
15525,alcoholisme,C0001973,22,33,Hij was de eerste die alcoholisme een ziekte noemde.
15526,beëindigden Van der Heijden en zijn vrouw Gonnie tezamen hun leven,C0038661,19,85,Op 21 oktober 2016 beëindigden Van der Heijden en zijn vrouw Gonnie tezamen hun leven.
15527,schizofrenie,C0036341,65,77,Ook nu wordt nog steeds gewerkt met token economy bij mensen met schizofrenie.
15528,natriumchloride,C0037494,118,133,"Chloorionen zijn in de meeste diersoorten echter de meest voorkomende negatieve ionen (bijvoorbeeld als onderdeel van natriumchloride, het hoofdbestanddeel van tafelzout) en daardoor de belangrijkste component van de elektrische stroom door chloridekanalen."
15529,taaislijmziekte,C1527396,89,104,"Een mutatie aan het CFTR gen, dat codeert voor een type chloorkanaal, speelt een rol bij taaislijmziekte (mucoviscidose)."
15530,cardiologie,C0007189,140,151,"Tawara was een bescheiden man, die weinig sprak over zijn ontdekkingen, die van onschatbare waarde zijn geweest voor de ontwikkeling van de cardiologie."
15531,hartritmestoornis,C0340464,15,32,Hiermee kunnen hartritmestoornissen geanalyseerd worden.
15532,myofibrillen,C2678065,48,60,Door de stijgende calciumconcentratie worden de myofibrillen aangezet om kracht te genereren en de cel te laten samentrekken.
15533,sarcolemma,C0036208,41,51,Een gerelateerd enzym is aanwezig in het sarcolemma ofwel celmembraan.
15534,myofibril,C2678065,48,57,Door de stijgende calciumconcentratie worden de myofibrillen aangezet om kracht te genereren en de cel te laten samentrekken.
15535,calcium,C0006675,62,69,De inotropie hangt voornamelijk af van de beschikbaarheid van calcium in de cel.
15536,autonome zenuwstelsel,C0004388,20,41,Het behoort tot het autonome zenuwstelsel.
15537,bloedserum,C0229671,62,72,De aanwezigheid van antilichamen tegen ryanodinereceptoren in bloedserum is ook in verband gebracht met myasthenia gravis.
15538,myasthenia gravis,C0026896,104,121,De aanwezigheid van antilichamen tegen ryanodinereceptoren in bloedserum is ook in verband gebracht met myasthenia gravis.
15539,weerstand tegen ziekten,C0152036,68,91,"Met andere woorden, een signaal via het zenuwstelsel (smaak) kan de weerstand tegen ziekten beïnvloeden."
15540,homeostasis,C0019868,57,68,Deze reageert op fysieke en psychische uitdagingen om de homeostasis te handhaven.
15541,ontsteking,C0021368,52,62,Onder bepaalde omstandigheden kunnen stresshormonen ontsteking faciliteren door signaleringswegen te stimuleren en door activatie van Corticotropin-releasing hormone.
15542,Corticotropin-releasing hormone,C0010132,134,165,Onder bepaalde omstandigheden kunnen stresshormonen ontsteking faciliteren door signaleringswegen te stimuleren en door activatie van Corticotropin-releasing hormone.
15543,psoriasis,C0033860,21,30,Ook bij de huiziekte psoriasis speelt stress een rol.
15544,dermatitis,C0011603,43,53,"Bij een patiënt is de huidziekte ""Bulleuze dermatitis artefacta"" gediagnosticeerd waarbij psychische stress als mogelijke oorzaak werd gezien."
15545,constitutioneel eczeem,C0086196,14,36,Patiënten met constitutioneel eczeem geven zelf vaak aan dat ze emotionele stress ervaren als de symptomen verergeren.
15546,multiple sclerose,C0751324,163,180,"In 2013 beschrijven Nathalie Deckx en haar coauteurs een mogelijk verband tussen het neuro-endocriene immuunsysteem en de ontsporing van auto-immuunziekten, zoals multiple sclerose."
15547,insecticide,C0021576,28,39,Ryanodine werd gebruikt als insecticide.
15548,empathiseren,C0013989,69,81,De theorie is dat gemiddeld meer vrouwen dan mannen goed zijn in het empathiseren en dat gemiddeld meer mannen dan vrouwen goed zijn in het systematiseren.
15549,cognitieve processen,C0025361,251,271,"In zijn boek Autisme en Asperger Syndroom: De stand van zaken maakt hij een opsomming van een breed scala van gedragsuitingen die vaak voorkomen bij autisme, in de categorieën motoriek, repetitief gedrag, taal en communicatie, sociale vaardigheden en cognitieve processen."
15550,mitose,C0026255,29,35,"De carposporofyt vormt (door mitose) de carposporen, die zich ontwikkelen tot de diploïde meiosporofyt, ook wel tetrasporofyt geheten."
15551,spore,C0038027,63,68,"Het elementair lichaampje is de besmettelijke vorm, die op een spore lijkt."
15552,metabool,C0025519,86,94,"Wanneer deze een cel binnenraakt transformeert deze in een reticulair lichaampje, dat metabool actief is en zich kan vermenigvuldigen."
15553,longontsteking,C0032285,29,43,Op lange termijn ontstaat er longontsteking.
15554,chronische vermoeidheid,C0015674,68,91,"Als de ziekte niet behandeld wordt, is er een grote kans dat men er chronische vermoeidheid aan overhoudt en kan ze zelfs tot de dood leiden."
15555,zelfmoord,C0038661,39,48,"Sommigen mensen vermoedden moord, maar zelfmoord werd uiteindelijk als officiële doodsoorzaak opgegeven ."
15556,retinale ganglioncel,C0035316,3,23,De retinale ganglioncellen dienen vooral voor het verzamelen en doorgeven van de signalen die de staafjes en kegeltjes leveren.
15557,borstvoeding,C0006147,16,28,"Bij moeders die borstvoeding geven, is de streep vaak langer zichtbaar."
15558,lymfeklier,C0024204,30,40,"Het is een ontsteking van een lymfeklier in de hals, die verband houdt met tuberculose."
15559,tuberculose,C0041296,75,86,"Het is een ontsteking van een lymfeklier in de hals, die verband houdt met tuberculose."
15560,Eerste Wereldoorlog,C1449759,11,30,Tijdens de Eerste Wereldoorlog werd het complex net als de hele stad Ieper verwoest.
15561,Eerste Wereldoorlog,C1449759,12,31,Tot voor de Eerste Wereldoorlog bestond het complex uit een aantal gebouwen rond een binnenplaats.
15562,akoestisch,C0001166,52,62,"Materialen die in deze zin sterk absorberen, worden akoestisch genoemd."
15563,nervi splanchnici,C0037991,63,80,Op 25 juni 1918 promoveerde hij cum laude op De invloed van de nervi splanchnici op de buikingewanden.
15564,maagzweer,C0030920,98,107,"Onder invloed van Talma was hij vooral gericht op het maagonderzoek, met name het ontstaan van de maagzweer."
15565,infectieziekte,C0009450,44,58,"Avicenna deed ook belangrijk onderzoek naar infectieziektes, zoals het voorkomen van verspreiding door zieke patiënten af te zonderen, en deed medisch onderzoek."
15566,genetica,C0017398,51,59,Deze vormde begin 20e eeuw de basis voor klassieke genetica.
15567,placenta,C0032043,22,30,Felbamaat passeert de placenta en gaat over in moedermelk.
15568,moedermelk,C0026140,47,57,Felbamaat passeert de placenta en gaat over in moedermelk.
15569,beenmergdepressie,C0178416,175,192,"Felbamaat kan echter in zeldzame gevallen (minder dan 0,1%) zeer ernstige bijwerkingen hebben die fataal kunnen zijn, met name bloedbeeldafwijkingen zoals aplastische anemie (beenmergdepressie) en leverbeschadiging."
15570,lever,C0023884,197,202,"Felbamaat kan echter in zeldzame gevallen (minder dan 0,1%) zeer ernstige bijwerkingen hebben die fataal kunnen zijn, met name bloedbeeldafwijkingen zoals aplastische anemie (beenmergdepressie) en leverbeschadiging."
15571,poliepen,C0032584,122,130,"Daarnaast kunnen er eventueel noodzakelijke behandelingen via de colonoscoop uitgevoerd worden, zoals het verwijderen van poliepen."
15572,diabetici,C0011849,23,32,Dit komt vaak voor bij diabetici en dan met name vaak in de voeten.
15573,voeten,C0016504,60,66,Dit komt vaak voor bij diabetici en dan met name vaak in de voeten.
15574,psychiatrische problemen,C0004936,11,35,Het blijkt psychiatrische problemen zoals een depressie in stand te houden of nieuwe psychotische episodes te kunnen uitlokken.
15575,depressie,C0154409,46,55,Het blijkt psychiatrische problemen zoals een depressie in stand te houden of nieuwe psychotische episodes te kunnen uitlokken.
15576,schizofrenie,C0036341,87,99,Brown was de eerste die een samenhang ontdekte tussen de omgeving waarin patiënten met schizofrenie terechtkwamen na ontslag uit een ziekenhuis en de kans op het behouden van een stabiele situatie of terugval (herval).
15577,borderline-persoonlijkheidsstoornis,C0006012,4,39,Bij borderline-persoonlijkheidsstoornissen werd geen verhoogde terugval gevonden.
15578,mastoïditis,C0024904,50,61,Een infectie van de processus mastoideus heet een mastoïditis.
15579,diabetes,C0011849,19,27,"Aandoeningen zoals diabetes, long- en hartaandoeningen zijn een contra-indicatie voor het gebruik van een keelspray."
15580,intraveneus,C0021494,44,55,In bijzondere omstandigheden kan de patiënt intraveneus midazolam (Dormicum) toegediend krijgen.
15581,midazolam,C0026056,56,65,In bijzondere omstandigheden kan de patiënt intraveneus midazolam (Dormicum) toegediend krijgen.
15582,mondholte,C0230028,31,40,"Deze brengt de endoscoop in de mondholte van de patiënt, waarna de arts vraagt om slikbewegingen te maken."
15583,biopten,C0005558,20,27,Indien nodig worden biopten van het slijmvlies genomen om op eventuele infecties te onderzoeken.
15584,glycolyse,C0017952,5,14,Deze glycolyse vormt de basis voor de energievoorziening van de rode bloedcel.
15585,intraveneus,C0021494,117,128,"Deze vorm van injecteren komt alleen in noodsituaties voor, waarbij geen andere mogelijkheid tot injecteren is zoals intraveneus."
15586,hartstilstand,C0085298,64,77,Een intracardiale injectie wordt voornamelijk toegepast bij een hartstilstand.
15587,harttamponnade,C0007177,20,34,"Er kan hierdoor een harttamponnade ontstaan, waardoor de kans op overleving kleiner is."
15588,necrose,C0027540,33,40,In het ergste geval zou hierdoor necrose kunnen ontstaan.
15589,plankton,C0032071,29,37,Het orgaan heeft als functie plankton en andere organische voedingsdeeltjes uit het water te filteren.
15590,endotheel,C0014257,44,53,"Hoewel artsen vaak al de eerste tekenen van endotheel-dystrofie van Fuchs kunnen zien bij mensen van boven de dertig, tast de ziekte zelden het zicht aan voordat de patiënten ruim boven de vijftig zijn."
15591,cornea-oedeem,C0010037,99,112,Het gevolg is dat vocht niet meer goed uit het stroma wordt gepompt met als resultaat het symptoom cornea-oedeem.
15592,dementie,C0497327,52,60,De laatste jaren werd hij geplaagd door verregaande dementie.
15593,mimiek,C0015457,9,15,"Wel door mimiek, maar niet door spraak."
15594,celwand,C0007623,20,27,Houtstof-bevattende celwanden worden daarbij rood gekleurd.
15595,Haar,C0423866,0,4,Haar gaat er mooi van glanzen.
15596,duizeligheid,C0012833,38,50,Hierdoor kan bij sommige mensen enige duizeligheid ontstaan.
15597,bloedarmoede,C0162119,57,69,"Blootstelling aan hoge concentraties leidt doorgaans tot bloedarmoede, of een verlaagde capaciteit van het bloed om zuurstof te transporteren."
15598,cataract,C0086543,53,61,Wel wordt aangenomen dat steriliteit (bij mannen) en cataracten tot de mogelijkheden behoren.
15599,gastrectomie,C0017118,82,94,Het gat in de maagwand kan gehecht worden of de maag wordt per direct verwijderd (gastrectomie).
15600,ontstekingen,C0021368,115,127,"Tevens zal er aan shockbestrijding gedaan worden, de maaginhoud uitgezogen worden en de patiënt ter voorkoming van ontstekingen antibiotica krijgen."
15601,antibiotica,C0003232,128,139,"Tevens zal er aan shockbestrijding gedaan worden, de maaginhoud uitgezogen worden en de patiënt ter voorkoming van ontstekingen antibiotica krijgen."
15602,Fe(CO),C0876769,42,48,"Het is een reactievere bron van Fe(0) dan Fe(CO) en minder gevaarlijk in zijn verwerking, omdat de stof niet vluchtig is."
15603,blindheid,C0456909,109,118,"Deze trekken aan het netvlies, waardoor dit uiteindelijk plaatselijk of geheel los kan raken en zodoende tot blindheid kan leiden."
15604,bindweefsel,C0009780,55,66,De chorda dorsalis wordt omgeven door een omhulsel van bindweefsel.
15605,spiercel,C0596981,64,72,Bij lancetvisjes is deze opbouw vervangen door gespecialiseerde spiercellen.
15606,endoderm,C0014144,76,84,Deze cilinder fuseert (bij mensen rond de 20e dag) met het eronder liggende endoderm en vormt dan een structuur die de prechordale plaat genoemd wordt.
15607,prechordale plaat,C1283998,119,136,Deze cilinder fuseert (bij mensen rond de 20e dag) met het eronder liggende endoderm en vormt dan een structuur die de prechordale plaat genoemd wordt.
15608,somiet,C0376449,35,41,"De wervels ontstaan uit zogenaamde somieten, blokken mesoderm die langs de chorda dorsalis liggen gerangschikt."
15609,onvruchtbaarheid,C0729353,74,90,Van het hCG-hormoon worden geneesmiddelen gemaakt voor de bestrijding van onvruchtbaarheid.
15610,hoorapparaat,C0018768,80,92,Hij onderzoekt of er sprake is van een gehoorbeperking en meet indien nodig een hoorapparaat aan.
15611,dopamine,C0013030,44,52,"Catecholamines en hun afbraakproducten zijn dopamine, homovanillinezuur (HVA), en vanyl mandelic acid (VMA)."
15612,mitose,C0026255,47,53,"Dit onderscheid is samen met de leeftijd en de mitose-karyorhexis (kapot gaan van de celkern)-verhouding een belangrijk middel te bepalen of de vooruitzichten ""gunstig "" of ""ongunstig "" zijn."
15613,stevioside,C0075246,22,32,"Rebaudioside A is, op stevioside na, de meest voorkomende van de verschillende glycosides in stevia."
15614,hydrolyse,C0020291,5,14,Door hydrolyse van de glucosiden in het spijsverteringskanaal zou steviol kunnen ontstaan en geabsobeerd worden.
15615,braken,C0042963,103,109,"Deze symptomen omvatten neurologische verschijnselen, welke vaak beginnen met sloomheid, later kan ook braken gezien worden."
15616,toevallen,C0036572,84,93,"In het ernstige eindstadium kan verlies van bewustzijn gezien worden, en soms zelfs toevallen."
15617,nefrotisch syndroom,C0027726,121,140,"Het uremisch syndroom, dat betrekking heeft op de stikstofhuishouding van het lichaam, moet onderscheiden worden van het nefrotisch syndroom, welke symptomen omvat van afwijkingen in de eiwithuishouding."
15618,proteïnurie,C0033687,226,237,"Ook is er een verschil in oorzaak: bij het uremisch syndroom wordt er in het geheel minder bloed gefiltreerd, en bij het nefrotisch syndroom kan de nier niet meer de juiste stoffen selecteren om uit te scheiden (wat leidt tot proteïnurie en andere verschijnselen)."
